Fabricante,Modelo,Valor en Euros
MASTER  CRAFT,225 MARISTAR,12500.00
MASTER  CRAFT,225 MARISTAR VRS,18500.00
MASTER  CRAFT,240 MARISTAR SC,26500.00
MASTER  CRAFT,250 MARISTAR,13900.00
MAXUM,1600 XR BOWRIDER,4400.00
MAXUM,1700 XR BOWRIDER,6400.00
MAXUM,1700 SR,7600.00
MAXUM,1800 SR BOWRIDER,7600.00
MAXUM,1800 XR BOWRIDER,7600.00
MAXUM,1900 SR,11400.00
MAXUM,1900 XR,10800.00
MAXUM,1900 SR 2,11700.00
MAXUM,2000,13300.00
MAXUM,2000  SCL,12200.00
MAXUM,2100 XR BOWRIDER,9600.00
MAXUM,2102 XC CUDDY,9600.00
MAXUM,2102 XR CUDDY,9600.00
MAXUM,2150 SR BOWRIDER,11400.00
MAXUM,2152 SC CUDDY,12000.00
MAXUM,2170 LR BOWRIDER,10200.00
MAXUM,2172 LC CUDDY,10200.00
MAXUM,2100 SR,14100.00
MAXUM,2100 SC,14100.00
MAXUM,2100 SR 2,16600.00
MAXUM,210  SS,10800.00
MAXUM,2400 SCR,15700.00
MAXUM,2452 SC CUDDY,15700.00
MAXUM,2300 SR,15700.00
MAXUM,2300 SC,17200.00
MAXUM,2555 SC CRUISER,22700.00
MAXUM,2755 SC CRUISER,36600.00
MAXUM,2700 SR,29600.00
MAXUM,2800 SCR,35900.00
MAXUM,2700 SCR,30900.00
MAXUM,3000 SCR,52900.00
MAXUM,3200 SCR,61800.00
MAXUM,3700 SCR,100100.00
MAXUM,4100 SCR,105000.00
MEDAS,ISLAS MEDAS  25,8200.00
MEDAS,MEDAS GRAU,13900.00
MENORQUIN,25 CAB,5000.00
MENORQUIN,MONO,11100.00
MENORQUIN,31 CAB,14800.00
MENORQUIN,36 CAB,20300.00
MENORQUIN,40 CAB,24700.00
MENORQUIN,40 TOLDILLA,32200.00
MENORQUIN,39,15700.00
MENORQUIN,40,13300.00
MENORQUIN,43,12600.00
MENORQUIN,43 CAB,13900.00
MENORQUIN,45 CAB,24700.00
MENORQUIN,45 TOLDILLA,30900.00
MENORQUIN,50,56600.00
MENORQUIN,55 TOLDILLA,64200.00
MENORQUIN,Y 120,109100.00
MENORQUIN,Y 150,147100.00
MENORQUIN,70,107000.00
MENORQUIN,75 TOLDILLA LUXE,119500.00
MOCHI,33 FLYING BRIDGE,144700.00
MOCHI,33 OPEN,125900.00
MOCHI,33 SEDAN,138300.00
MOCHI,EUROPA,239000.00
MOCHI,42 AFT,251500.00
MOCHI,DOLPHIN 44,509200.00
MOCHI,44,389800.00
MOCHI,46,440200.00
MOCHI,47,440200.00
MOCHI,47 OPEN,333300.00
MOCHI,56,565800.00
MONTERREY,180 M SERIES BR,5500.00
MONTERREY,186 MONTURA BR,9100.00
MONTERREY,1900 BOWRIDER,12600.00
MONTERREY,1900 CUDDY CABINE,15700.00
MONTERREY,196 MONTURA BR,11100.00
MONTERREY,2000 SPORT,19000.00
MONTERREY,2060 SPORT,22100.00
MONTERREY,2100 CUDDY CABINE,19000.00
MONTERREY,210 MONTURA BR,12300.00
MONTERREY,2200 SPORT,25200.00
MONTERREY,2300 BOWRIDER,20200.00
MONTERREY,2300 SPORTS CUDDY,20200.00
MONTERREY,230 EXPLORER,18500.00
MONTERREY,236 MONTURA CUDDY,16300.00
MONTERREY,256 CRUISER,21500.00
MONTERREY,262 CRUISER,33100.00
MONTERREY,2600 CRUISER,40900.00
MONTERREY,2700 CRUISER,44200.00
MONTERREY,8800 PRIVILEGE,47300.00
MONTERREY,276 CRUISER,38900.00
MONTERREY,296 CRUISER,48800.00
NB-MARINE,Ardea 870 Touring,144400.00
NICOLAU,NICOLAU 68,16600.00
NIDELV,18,22100.00
NIDELV,22,25200.00
NIDELV,23,34600.00
NIDELV,24,39000.00
NIDELV,750,50300.00
NIDELV,EXPLORER,40300.00
NIDELV,26,47000.00
NIDELV,820 EXPRESS,50300.00
NIDELV,28,61400.00
NIDELV,850 COMFORT,78700.00
NIDELV,38,132100.00
NIDELV,4000,132100.00
NIMBUS,19 NOVA,12300.00
NIMBUS,22 DC/NOVA/COUPE/EXCLUSIVE,26500.00
NIMBUS,26 COUPE,44200.00
NIMBUS,26 DC EPOCA/NOVA,50300.00
NIMBUS,27,56600.00
NIMBUS,2600 CAB/FAM.,47300.00
NIMBUS,2600 CRUISER CABIN,47300.00
NIMBUS,2700,47300.00
NIMBUS,280 COUPE,67300.00
NIMBUS,3000 CAB.,63000.00
NIMBUS,3003 CAB.,63000.00
NIMBUS,28 DC,53500.00
NIMBUS,3000 T,53500.00
NIMBUS,29 DC/COUPE/NORDICA/RIVIERA,69200.00
NIMBUS,3003,63000.00
NIMBUS,31 COUPE,88200.00
NIMBUS,32,107000.00
NIMBUS,33,113100.00
NIMBUS,3400 EUROPA,125900.00
NIMBUS,3400 FLYBRIDGE,125900.00
NIMBUS,340 COUPE,132800.00
NIMBUS,340 AVANTA,139500.00
NIMBUS,35 DC,138300.00
NIMBUS,35 DC FLYBRIDGE,144700.00
NIMBUS,37 CARISMA,138300.00
NIMBUS,4000 CARISMA/Bi CAB.,150900.00
NIMBUS,4004 CARISMA/SEDAN/FLY,150900.00
NIMBUS,370 COUPE,168600.00
SIRIUS,535 CABIN,20000.00
OCEANMASTER,640 ADMIRAL,30600.00
OCEANO,9,81800.00
OCQUETEAU,40 BOXER,3200.00
OCQUETEAU,40 BOXER GT,3800.00
OCQUETEAU,420 BOUM,3200.00
OCQUETEAU,420 JOKER,4400.00
OCQUETEAU,44 BOXER,5000.00
OCQUETEAU,44 BOXER GT,5700.00
OCQUETEAU,470 ALIENOR,6400.00
OCQUETEAU,485 ESPACE PLEIN C.,4200.00
OCQUETEAU,485 ESPACE TIMONER.,4500.00
OCQUETEAU,540 ALIENOR,8900.00
OCQUETEAU,540 COLT,10200.00
OCQUETEAU,54 BOXER,12600.00
OCQUETEAU,540 ESPACE,5000.00
OCQUETEAU,540 ESPACE CORDOU.,5800.00
OCQUETEAU,565 OLYMPIC W.A.,6400.00
OCQUETEAU,565 OLYMPIC OPEN,5000.00
OCQUETEAU,600 OLYMPIC,12300.00
OCQUETEAU,600 ALIENOR,19000.00
OCQUETEAU,615 ESPACE,8900.00
OCQUETEAU,595 ESPACE CABINE,5300.00
OCQUETEAU,595 ESPACE TIMONER,8300.00
OCQUETEAU,620 ALIENOR,13900.00
OCQUETEAU,625 ESPACE,12600.00
OCQUETEAU,625 ESPACE CORDOU.,21600.00
OCQUETEAU,625 ESPACE CROIS.,21600.00
OCQUETEAU,640 ALIENOR,22700.00
OCQUETEAU,685 ESPACE,18400.00
OCQUETEAU,685 ESPACE CORDOU.,24900.00
OCQUETEAU,685 ESPACE CROIS.,29200.00
OCQUETEAU,700 OLYMPIC,23000.00
OCQUETEAU,740 ESPACE,20900.00
OCQUETEAU,740 ESPACE CORDOU.,33400.00
OCQUETEAU,740 ESPACE CROIS.,39400.00
OFFSHORE  MARINE,28 CUD CAB,31500.00
OFFSHORE  MARINE,30 MONTE - CARLO,79900.00
OFFSHORE  MARINE,40 KEY  WEST,94300.00
OFFSHORE  MARINE,40 MONTE - CARLO,170500.00
OFFSHORE  MARINE,46 MONTE - CARLO,181000.00
OMC,43 F SEABIRD,3800.00
OMC,48 F SEABIRD,4400.00
OMC,53 F SEABIRD,5300.00
PASCUAL,21,6800.00
PASCUAL,33,16200.00
PERFORMANCE,607,22700.00
PERFORMANCE,707,34600.00
PERFORMANCE,1107,138300.00
PERSHING,30,79900.00
PERSHING,33,90600.00
PERSHING,40,135800.00
PERSHING,45,147800.00
PERSHING,52,226400.00
PHOENIX,27 WEEKENDER,56600.00
PHOENIX,29 CONVERTIBLE SF,69200.00
PHOENIX,27 TOURNAMENT,88200.00
PHOENIX,34 CONVERTIBLE SF,113100.00
PHOENIX,30 BLACKHAWK,63000.00
PHOENIX,32 TOURNAMENT,81700.00
PHOENIX,34 TOURNAMENT,94800.00
PHOENIX,37 CONVERTIBLE SF,163500.00
PHOENIX,38 TOURNAMENT,279200.00
PHOENIX,33 TS,176100.00
PHOENIX,38 SFX CONVERTIBLE,244100.00
PHOENIX,37 CONVERTIBLE,188600.00
PHOENIX,37 TS,251500.00
PLAYAMAR,460 CABINADA,2000.00
PLAYAMAR,460 SPORT,2400.00
PLAYAMAR,460 CABINADA - B,2500.00
POLIFIBRA,ATLÁNTICO 4.6 BOTE,4600.00
POLYSIER,XARGO 425,3500.00
POLYSIER,XARGO 475,4200.00
PRINCESS,25,25200.00
PRINCESS,266,71900.00
PRINCESS,266 RIVIERA,31500.00
PRINCESS,286 RIVIERA,37800.00
PRINCESS,30,44200.00
PRINCESS,315,63000.00
PRINCESS,32,50300.00
PRINCESS,33,59700.00
PRINCESS,330,78700.00
PRINCESS,35,75500.00
PRINCESS,37,88200.00
PRINCESS,36 RIVIERA,88200.00
PRINCESS,346 RIVIERA,94300.00
PRINCESS,38,94300.00
PRINCESS,385,107000.00
PRINCESS,368,107000.00
PRINCESS,388,119500.00
PRINCESS,41,119500.00
PRINCESS,412,119500.00
PRINCESS,414,119500.00
PRINCESS,406 RIVIERA,119500.00
PRINCESS,398,125900.00
PRINCESS,415,138300.00
PRINCESS,435,163500.00
PRINCESS,45,176100.00
PRINCESS,46 RIVIERA,182300.00
PRINCESS,48,251500.00
PRINCESS,455,201300.00
PRINCESS,55,314500.00
PRINCESS,65,503000.00
PRINCESS,66,534500.00
PRO - LINE,201 W.A.,16600.00
PRO - LINE,231 W.A.,24900.00
PROFISHER,202,13600.00
PROFISHER,220,18500.00
QUICKSILVER,400 OPEN,1800.00
QUICKSILVER,450 SF ALUMINIO,2000.00
QUICKSILVER,435 CABINE,4500.00
QUICKSILVER,455 ACTIV OPEN,10300.00
QUICKSILVER,460 TIMONER,6000.00
QUICKSILVER,475 AXESS,11900.00
QUICKSILVER,500 SF ALUMINIO,2300.00
QUICKSILVER,500 SPORT,4500.00
QUICKSILVER,505 ACTIV CABIN,12300.00
QUICKSILVER,505 ACTIV OPEN,12400.00
QUICKSILVER,555 ACTIV BOWRIDER,15900.00
QUICKSILVER,525 AXESS,15300.00
QUICKSILVER,555 ACTIV OPEN,15900.00
QUICKSILVER,555 ACTIV CABIN,17000.00
QUICKSILVER,625 CAPTUR PILOTHOUSE,25900.00
QUICKSILVER,605 ACTIV SUNDECK,21700.00
QUICKSILVER,605 ACTIVE OPEN,17800.00
QUICKSILVER,605 ACTIV CRUISER,26500.00
QUICKSILVER,605 ACTIV BOWRIDER,25900.00
QUICKSILVER,625 PILOTHOUSE,32700.00
QUICKSILVER,675 ACTIV CRUISER,29100.00
QUICKSILVER,675 ACTIV BOWRIDER,36300.00
QUICKSILVER,605 ACTIV OPEN,19300.00
QUICKSILVER,705 CAPTUR PILOTHOUSE,35900.00
QUICKSILVER,705 PILOTHOUSE,40300.00
QUICKSILVER,675 ACTIV SUNDECK,27500.00
QUICKSILVER,675 ACTIV OPEN,23100.00
QUICKSILVER,675 ACTIV WEEKEND,32400.00
QUICKSILVER,755 ACTIV CRUISER,35400.00
QUICKSILVER,805 PILOTHOUSE,46900.00
QUICKSILVER,805 CAPTUR PILOTHOUSE,39300.00
QUICKSILVER,755 ACTIV SUNDECK,30600.00
QUICKSILVER,805 ACTIV OPEN,34700.00
QUICKSILVER,755 ACTIV WEEKEND,41100.00
QUICKSILVER,805 ACTIV CRUISER,46300.00
QUICKSILVER,875 ACTIV SUNDECK,53900.00
QUICKSILVER,905 ACTIV WEEKWND,84900.00
RANIERI,SOVERATO,20100.00
REGAL,170 VALANTI,6400.00
REGAL,1700 LSR,7300.00
REGAL,176 VALANTI,7000.00
REGAL,185 MEDALLION,10200.00
REGAL,182 VALANTI,9600.00
REGAL,1900 LSR,10500.00
REGAL,1950 LSC,12600.00
REGAL,190 VALANTI,13300.00
REGAL,195 SEBRING,12600.00
REGAL,200 EMPRESS,13900.00
REGAL,202 VALANTI,7600.00
REGAL,200 DESTINY,12600.00
REGAL,200 VALANTI,11400.00
REGAL,206 VALANTI,8200.00
REGAL,2100 LSR,11100.00
REGAL,2150 LSC,12600.00
REGAL,222 SEC VALANTI,8200.00
REGAL,220 VALANTI,19000.00
REGAL,225 VALANTI,19600.00
REGAL,6.8 VENTURA,15100.00
REGAL,23 VELOCITY,18400.00
REGAL,256 VALANTI,19000.00
REGAL,258 VALANTI,20200.00
REGAL,242 COMMODOR,24200.00
REGAL,2500 LSR,22800.00
REGAL,2550 LSC,22800.00
REGAL,258 COMMODOR,33100.00
REGAL,233 AMBASSADOR,23900.00
REGAL,255 AMBASSADOR XL,25200.00
REGAL,250 ROYAL VRS,28400.00
REGAL,8.3 VENTURA,22700.00
REGAL,255 AMBASSADOR XC,25800.00
REGAL,25 ROYAL LF,23300.00
REGAL,272 COMMODORE,31500.00
REGAL,292 COMMODORE,45400.00
REGAL,2760  COMMODORO,47300.00
REGAL,265 COMMODORE,44200.00
REGAL,300 COMMODORE,40900.00
REGAL,30 VELOCITY,47900.00
REGAL,290 COMMODORE,54800.00
REGAL,320 COMMODORE,63000.00
REGAL,98 VENTURA,56600.00
REGAL,322 COMMODORE,69200.00
REGAL,400 COMMODORE,119500.00
REGAL,380 COMMODORE,169800.00
RENKEN,1600  CLASSIC BR,7000.00
RENKEN,1780  SEAMASTER,7000.00
RENKEN,1780  CS SEAMASTER,5300.00
RENKEN,1889  CS SEAMASTER,7000.00
RENKEN,1700  CLASSIC BR,7600.00
RENKEN,1880  SEAMASTER,8200.00
RENKEN,1980  CS SEAMASTER,7300.00
RENKEN,2002  SEAMASTER,9600.00
RENKEN,2008  WA SEAMASTER,9900.00
RENKEN,2080  CS SEAMASTER,8900.00
RENKEN,2000  CLASSIC CC,10200.00
RENKEN,2008  SEAMASTER,12600.00
RENKEN,2080  SEAMASTER,10800.00
RENKEN,2100  CLASSIC,14500.00
RENKEN,2100  ITALIA,14500.00
RENKEN,2080  WA SEAMASTER,12600.00
RENKEN,2280  PESCA,15700.00
RENKEN,2288  SEAMASTER,15100.00
RENKEN,2488 WA SEAMASTER,13900.00
RENKEN,2500  CLASSIC,28400.00
RENKEN,2688 WA SEAMASTER,19600.00
RENKEN,2600  CLASSIC,31500.00
RIAMAR,400 PESCADOR,3200.00
RIAMAR,430 LX,3800.00
RIAMAR,470 PESCADOR,3200.00
RIAMAR,480 LX,4400.00
RIAMAR,510 SILVER,6400.00
RIAMAR,525 PESCADOR ST,4400.00
RIAMAR,525 PESCADOR,6400.00
RIAMAR,535 ESTORIL CHAISE,7000.00
RIAMAR,535 ESTORIL ST,7000.00
RIAMAR,570 PESCADOR,7600.00
RIAMAR,600 VILAMOURA,8900.00
RIAMAR,620 MEDITERRANEE,10200.00
RIAMAR,650 OCEAN,15100.00
RIAMAR,820 OFFSHORE,28400.00
RINKER,ROCKET JET,7900.00
RINKER,182 CAPTIVA OB,9600.00
RINKER,192 CAPTIVA,12600.00
RINKER,212 CAPTIVA C,14500.00
RINKER,212 CAPTIVA OB,13300.00
RINKER,212 FESTIVA,16300.00
RINKER,232 CAPTIVA C,19000.00
RINKER,232 CAPTIVA OB,19000.00
RINKER,FLOTILLA III,19000.00
RINKER,240 FIESTA VEE,30600.00
RINKER,266 FIESTA VEE,34600.00
RINKER,280 FIESTA VEE,40900.00
RINKER,300 FIESTA VEE,50300.00
RIO,400  GOAL,2000.00
RIO,400  JET,2000.00
RIO,400  OLE,2300.00
RIO,440  JET,2000.00
RIO,450  SOL,3100.00
RIO,450  CROSS,3200.00
RIO,450  TOP,2600.00
RIO,450  TOUR,3600.00
RIO,500  CLASS,2600.00
RIO,500  FISH,2600.00
RIO,500  MIDI,4100.00
RIO,500  ONDA,3800.00
RIO,500  OPEN,3200.00
RIO,500  ROAD,3800.00
RIO,500  SOL,4100.00
RIO,540  CABIN,4400.00
RIO,540  OPEN,3800.00
RIO,550  ONDA,5700.00
RIO,550  SPRING,5500.00
RIO,550  SUERTE,4400.00
RIO,550 CRUISER,6000.00
RIO,550 SPRING D.F.,8500.00
RIO,550 CRUISER D.F.,9900.00
RIO,580  CABIN,5000.00
RIO,580  OPEN,5000.00
RIO,590,5000.00
RIO,600  DAY,8900.00
RIO,600  DAY  DF,14800.00
RIO,600  FISH,5300.00
RIO,600  CABIN,6400.00
RIO,600  OPEN,5000.00
RIO,600  SOL,5000.00
RIO,600  CABIN FISH,11400.00
RIO,600  CABIN FISH  DF,7000.00
RIO,630  IN,6400.00
RIO,600  CRUISSER,9600.00
RIO,600 CRUISER D.F.,13900.00
RIO,650  CABIN,8900.00
RIO,650  OPEN  D.F.,14400.00
RIO,650  OPEN,7600.00
RIO,680  CABIN,10800.00
RIO,650  FISH,13300.00
RIO,MONO,23100.00
RIO,650  CRUISSER,16600.00
RIO,700  FISH,19000.00
RIO,712  FISH,8200.00
RIO,712  JEEP,7600.00
RIO,730,10800.00
RIO,750  CABIN,17800.00
RIO,750  OPEN,13300.00
RIO,750  DAY,22200.00
RIO,750 CRUISER,27100.00
RIO,800 FISH D.F.,42400.00
RIO,830  CABIN,26500.00
RIO,850 CRUISER,39600.00
RIO,900  CABIN,40300.00
RIO,900  FISH,75500.00
RIO,900  OPEN,44500.00
RIO,1000,44200.00
RIO,1000  FLY,47300.00
RIO,950 CRUISER,58800.00
RIO,1100  CABIN,105000.00
RIO,11.5,63000.00
RIO,12.9,69200.00
RIO,1300  CRUISSER,158100.00
RIVA,28 AQUARAMA,188600.00
RIVA,29 AQUARAMA SPECIAL,251500.00
RIVA,32 ST. TROPEZ,125900.00
RIVA,34 SUMMERTIME,220200.00
RIVA,32 FERRARI,166800.00
RIVA,38 BRAVO,264200.00
RIVA,38 BRAVO SPECIAL,264200.00
RIVA,42 CARIBE,157300.00
RIVA,43 TROPICANA,352100.00
RIVA,45 CORAL,722900.00
RIVA,43 ANTALYA,377300.00
RIVA,50 DIABLE,754500.00
RIVA,50 SUPERAMICA,754500.00
RIVA,51 TURBO ROSSO,848800.00
RIVA,AQUASTAR,817300.00
RIVA,AQUARIUS,804800.00
RIVA,58 FURAMA,880200.00
RIVA,60 BLACK CORSAIR,1501.00
RIVA,60 CORSARIO,1501.00
RIVA,58 BAHAMAS ESPECIAL,1101.00
RIVA,20 CORSARIO,1501.00
RIVA,24 OPERA,1469.00
RO,MONO,7900.00
RO,195 SPORT 10,10500.00
RO,195 PESCA 10,11100.00
RO,285 SPORT,34000.00
RO,285 SPORT PESCA,34000.00
ROBALO,1820RA,12000.00
ROBALO,2120RB,15700.00
ROBALO,2140RJ,19100.00
ROBALO,2320RC,18400.00
ROBALO,2520RD,22800.00
ROCCA,ALPHA,3100.00
ROCCA,PACIFIC,6800.00
ROCCA,PACIFIC 520,8000.00
ROCCA,PACIFIC 660 PECHE,10800.00
ROCCA,ENERGY,26700.00
RODMAN,420,3200.00
RODMAN,440,3200.00
RODMAN,430,3800.00
RODMAN,480,3200.00
RODMAN,500,8900.00
RODMAN,17,3800.00
RODMAN,17 TRANCHA,3800.00
RODMAN,20,4400.00
RODMAN,20 TRANCHA,4400.00
RODMAN,620,18200.00
RODMAN,700,30300.00
RODMAN,700 CRUCER,26400.00
RODMAN,700 PESCA,17800.00
RODMAN,700 S1,14500.00
RODMAN,700 FISHER,21800.00
RODMAN,747,35300.00
RODMAN,790 FISHER,18400.00
RODMAN,790 HARD TOP,20300.00
RODMAN,800,34600.00
RODMAN,760,31500.00
RODMAN,870,31500.00
RODMAM,800,37800.00
RODMAN,790 FIBER SPORT,14500.00
RODMAN,790,21200.00
RODMAN,800 HARD TOP DF,45400.00
RODMAN,800 HARD TOP,52500.00
RODMAN,800 FLY BRIDGE,53700.00
RODMAN,900,47300.00
RODMAN,930,48500.00
RODMAN,900 CRUCERO,50300.00
RODMAN,900 HARD TOP,62700.00
RODMAN,900 FLY BRIDGE,67300.00
RODMAN,R-1040,108800.00
RODMAN,MONO,87600.00
RODMAN,1100 FISHER,60300.00
RODMAN,1100 FLY BRIDGE,84900.00
RODMAN,1100 HARD TOP,84900.00
RODMAN,41,231700.00
RODMAN,1250,121700.00
RODMAN,46 CANCUM,157300.00
RYDS,440 GT,3700.00
RYDS,475 GT,4900.00
RIVIERA,33,205100.00
RIVIERA,OPEN FLYBRIDGE SPORT,287100.00
RIVIERA,5000SY,601.00
S 2  YACHT,2000 PURSUIT CC,20200.00
S 2  YACHT,2100 PURSUIT CENT.CONSOLE,19000.00
S 2  YACHT,2200 PURSUIT CC,26500.00
S 2  YACHT,2150 PURSUIT CC,19000.00
S 2  YACHT,2350 PURSUIT CC,28400.00
S 2  YACHT,237 SLICKCRAFT,34600.00
S 2  YACHT,2500 CC,28400.00
S 2  YACHT,2550 PURSUIT CC,34600.00
S 2  YACHT,2550 PURSUIT CENT.CABIN,34600.00
S 2  YACHT,2650 PURSUIT CC,54800.00
S 2  YACHT,268 SLICKCRAFT,48500.00
S 2  YACHT,270,59700.00
S 2  YACHT,2700 PURSUIT OPEN,53500.00
S 2  YACHT,279 SLICKCRAFT,66100.00
S 2  YACHT,2700 TIARA OPEN,66700.00
S 2  YACHT,2800 PURSUIT CC,63000.00
S 2  YACHT,310 SLICKCRAFT,94300.00
S 2  YACHT,3100 TIARA CONVERTIBLE,89400.00
S 2  YACHT,3100 TIARA OPEN,73100.00
S 2  YACHT,MONO,90000.00
S 2  YACHT,3300 TIARA OPEN,90000.00
S 2  YACHT,3600 TIARA OPEN,102500.00
S 2  YACHT,3600 TIARA CONVERTIBLE,118300.00
S 2  YACHT,4300 TIARA CONVERTIBLE,226400.00
SABOR,370,6800.00
SABOR,400,7900.00
SABOR,505 OPEN,16600.00
SABOR,505 CABINA,17900.00
SABOR,575 CABINA,29300.00
SABOR,575 SPORT,28800.00
SABOR,575 OPEN,27900.00
SABOR,MONO,34100.00
SALPA,625 GS,6700.00
SAN REMO,750 FISHER,49800.00
SARA CRAFT,372,3200.00
SARA CRAFT,445,3200.00
SARA CRAFT,560,3800.00
SAVER,450 OPEN TC,2100.00
SAVER,495 OPEN TC,2200.00
SAVER,540 OPEN TC,3000.00
SAVER,600 OPEN MANTA,4000.00
SAVER,620 CABIN MANTA,7100.00
SAVER,21 FISHER MANTA,5900.00
SAVER,21 FISH DC MANTA,7700.00
SAVER,620 CABIN D.F. MANTA,14800.00
SCAND,7100 DYNAMIC,31500.00
SCAND,7600 DYNAMIC,31500.00
SCAND,27 ADRIATIC,50300.00
SCAND,8600 DYNAMIC,63000.00
SCAND,9200 DYNAMIC,63000.00
SCAND,32 ATLANTIC,94300.00
SCAND,11000 DYNAMIC,107000.00
SCIALLINO,S-450,8900.00
SCIALLINO,S-510,9900.00
SCIALLINO,S-19,17300.00
SCIALLINO,S-20,23000.00
SCIALLINO,S-23,30600.00
SCIALLINO,S-25,50000.00
SCIALLINO,S-27,67300.00
SCIALLINO,S-33,98200.00
SCIALLINO,S-40,178900.00
SEABIRD,44S,4700.00
SEABIRD,51C,6500.00
SEABIRD,53F,7000.00
SEA DOO,SPORTSTER,6800.00
SEA DOO,CHALLENGER,8300.00
SEA DOO,SPEEDSTER,7100.00
SEA DOO,1800 CHALLENGER,10500.00
SEA DOO,1800 SPORTSTER,10500.00
SEA FOX,206 CC,36800.00
SEA  RAY,RYDER,3800.00
SEA  RAY,F 14,5700.00
SEA  RAY,F 16,7000.00
SEA  RAY,F - 16XR SEA RAYDER,7000.00
SEA  RAY,16  LAGUNA,6400.00
SEA  RAY,17  SEVILLE CLOSE BOW,5700.00
SEA  RAY,160  BOWRIDER,6400.00
SEA  RAY,170,5700.00
SEA  RAY,185  MONACO C.B.,6400.00
SEA  RAY,17  LAGUNA,9600.00
SEA  RAY,18  LAGUNA,9600.00
SEA  RAY,180,7600.00
SEA  RAY,175 BR,8900.00
SEA  RAY,220  SKI,7000.00
SEA  RAY,190  SKI,7600.00
SEA  RAY,180  BOWRIDER,7600.00
SEA  RAY,19  SEVILLE CUDDY CAB.,8200.00
SEA  RAY,19  SEVILLE C.B.,7600.00
SEA  RAY,19  SORRENTO,12600.00
SEA  RAY,19  PACHANGA,11400.00
SEA  RAY,195  MONACO C.B.,8200.00
SEA  RAY,21  SEVILLE,9600.00
SEA  RAY,200 OVERNIGHTER,15700.00
SEA  RAY,200 SUN SPORT,16000.00
SEA  RAY,200,10200.00
SEA  RAY,210 BR,8900.00
SEA  RAY,21  SORRENTO,9600.00
SEA  RAY,190  BOWRIDER,10200.00
SEA  RAY,200  MONACO C.B.,8900.00
SEA  RAY,20  LAGUNA,12600.00
SEA  RAY,21  LAGUNA,15100.00
SEA  RAY,200  SUN DECK,14800.00
SEA  RAY,210 BOW RIDER,14800.00
SEA  RAY,220,12600.00
SEA  RAY,215 EC,17800.00
SEA  RAY,210 DUAL CONSOLE,21600.00
SEA  RAY,22  PACHANGA,19000.00
SEA  RAY,220  SELECT,16300.00
SEA  RAY,21  LAGUNA WALKAR,13900.00
SEA  RAY,23  SORRENTO,15100.00
SEA  RAY,230 BOW RIDER,20900.00
SEA  RAY,230 OVERNIGHTER,23600.00
SEA  RAY,230,18400.00
SEA  RAY,230  CUDDY  CABIN,16300.00
SEA  RAY,240 SUNDANCER,23900.00
SEA  RAY,240 SUNDECK,24600.00
SEA  RAY,210  MONACO C,17800.00
SEA  RAY,220  CUDDY  CABIN,17800.00
SEA  RAY,220  OVERNIGHTER,17800.00
SEA  RAY,220  SUNDANCER,17800.00
SEA  RAY,240 OVERNIGHTER,25200.00
SEA  RAY,24  LAGUNA,19600.00
SEA  RAY,23  LAGUNA,19600.00
SEA  RAY,250  CRUISER,17800.00
SEA  RAY,250  SUNDANCER,21500.00
SEA  RAY,260 BOW RIDER,31200.00
SEA  RAY,24  LAGUNA FDC,16300.00
SEA  RAY,280  CRUISER,20200.00
SEA  RAY,250 SUNDANCER,43100.00
SEA  RAY,270  CRUISER,22700.00
SEA  RAY,27  PACHANGA,29600.00
SEA  RAY,260  CUDDY  CABIN,25800.00
SEA  RAY,260  OVERNIGHTER,26500.00
SEA  RAY,280,22700.00
SEA  RAY,270  AMBERJACK,33400.00
SEA  RAY,268  SUNDANCER,23900.00
SEA  RAY,290  CRUISER,29000.00
SEA  RAY,280  SUNDANCER,40300.00
SEA  RAY,300  CRUISER,46600.00
SEA  RAY,270 SUNDANCER,50000.00
SEA  RAY,310  CRUISER,46000.00
SEA  RAY,32  PACHANGA,37800.00
SEA  RAY,290 SUNDANCER,45400.00
SEA  RAY,330  CRUISER,51000.00
SEA  RAY,350  EXPRESS CRUISER,84900.00
SEA  RAY,350  SUNDANCER,84900.00
SEA  RAY,310  EXPRESS CRUISER,53500.00
SEA  RAY,310  SUNDANCER,53500.00
SEA  RAY,370  SUN SPORT,70400.00
SEA  RAY,380  AFT CABIN,144700.00
SEA  RAY,390  EXPRESS CRUISER,125900.00
SEA  RAY,400 EXPRESS CRUISER,130300.00
SEA  RAY,420  SUNDANCER,188600.00
SEA  RAY,440  AFT CABIN,150900.00
SEA  RAY,440  CONVERTIBLE,150900.00
SEA  RAY,460,220200.00
SEA  RAY,480  SUNDANCER,283000.00
SEA RAY,500 SUNDANCER,328800.00
SEA  RAY,500  SEDAN BRIDGE,301800.00
SEA ROVER,430,4400.00
SEA ROVER,500,4400.00
SEA ROVER,540,5000.00
SEA ROVER,590,5000.00
SEA ROVER,640,6400.00
SEA ROVER,680,9600.00
SEA ROVER,780,15700.00
SEA  WIND,510 GHIBLI,10200.00
SEA  WIND,620 TORNADO,12600.00
SEALINE,210  FAMILY,22100.00
SEALINE,200  SENATOR,22100.00
SEALINE,220  SENATOR,32800.00
SEALINE,218  ENVOY,37800.00
SEALINE,255  SENATOR,44200.00
SEALINE,240  SPORT,21500.00
SEALINE,240  FAMILY,29600.00
SEALINE,260  SENATOR,47300.00
