Fabricante,Modelo,Valor en Euros
SEALINE,270  FAMILY,40900.00
SEALINE,305  STATESMAN,63000.00
SEALINE,290  AMBASSADOR,66100.00
SEALINE,310  SPORTBRIDGE,61800.00
SEALINE,320  FLYBRIDGE,69200.00
SEALINE,330  FLYBRIDGE,78700.00
SEALINE,328  SOVEREING,94300.00
SEALINE,360  FLYBRIDGE,113100.00
SEALINE,360  SPORTBRIDGE,88200.00
SEALINE,380  AMBASSADOR,132100.00
SEALINE,400  SPORTBRIDGE,107000.00
SEALINE,365  SPORTBRIDGE,132100.00
SEALINE,C390,277900.00
SEALINE,C390V,280500.00
SEALINE,390  STATESMAN,201300.00
SEALINE,410  FLYBRIDGE,160400.00
SEALINE,420  FLYBRIDGE,163500.00
SEALINE,450,251500.00
SEALINE,450  FLYBRIDGE,207500.00
SEALINE,F430,369900.00
SEALINE,F530,698700.00
SEALINE,C530,658100.00
SELVA,D12,2400.00
SELVA,D14,2800.00
SELVA,D16,3300.00
SELVA,D4.5,5200.00
SELVA,D5.0,7100.00
SELVA,D5.5,8600.00
SESSA,PLAYA  PESCA,2600.00
SESSA,MAMBO,3800.00
SESSA,PLUKET,3800.00
SESSA,CALYPSO,2600.00
SESSA,450 OPEN B OCEAN,2000.00
SESSA,450 OPEN C OCEAN,2300.00
SESSA,14 KEY LARGO,4200.00
SESSA,460 CAB,4800.00
SESSA,SAMBA,4400.00
SESSA,16 KEY LARGO,4800.00
SESSA,KEY LARO 17,25700.00
SESSA,18 KEY LARGO,6200.00
SESSA,18 KEY LIGHT,6200.00
SESSA,SUNRISE,6400.00
SESSA,18 OYSTER,7700.00
SESSA,530 OPEN OCEAN,3800.00
SESSA,ESPACE CRUCERO,8900.00
SESSA,ESPACE PESCA,6400.00
SESSA,550 CABIN OCEAN,6800.00
SESSA,550 TIMONER OCEAN,8000.00
SESSA,19 RAPALA,12300.00
SESSA,20 KEY WEST,12300.00
SESSA,20 OYSTER,10200.00
SESSA,20 KEY LARGO,8800.00
SESSA,MARVEL,15100.00
SESSA,21 KEY LIGHT,12600.00
SESSA,21 KEY LARGO,13900.00
SESSA,22 OYSTER,23300.00
SESSA,NINJA,19000.00
SESSA,23 KEY LARGO,15300.00
SESSA,25 KEY WEST,23300.00
SESSA,26 NINJA,22100.00
SESSA,27 OYSTER,56300.00
SILVERTON,310 EXPRESS,81500.00
SILVERTON,31 TRI,90700.00
SILVERTON,34 MID CAB,117300.00
SKIBSPLAST,460  TS,7600.00
SKIBSPLAST,460  VS,7600.00
SKIBSPLAST,490  HT,8200.00
SKIBSPLAST,490  VS,8200.00
SKIBSPLAST,550,10800.00
SKIBSPLAST,560  VS,11400.00
SKIBSPLAST,600  HP,15700.00
SKIBSPLAST,600  HT,15700.00
SKIBSPLAST,600  VS,15700.00
SKIBSPLAST,670  VS,26500.00
SPORT CRAFT,232 SPORTFISH,14200.00
SPORT CRAFT,250 FISHMASTER C,15700.00
SPORT CRAFT,252 FISHMASTER S,12000.00
SPORT CRAFT,242 SPORTFISH,23100.00
SPORT CRAFT,232 FISHMASTER W,15700.00
SPORT CRAFT,270 FISHMASTER S,26400.00
SPORT CRAFT,272 SPORTFISH,27600.00
SPORT CRAFT,300 FISHMASTER C,34600.00
SPORT CRAFT,300 FISHMASTER S,28400.00
SPORT CRAFT,302 SPORTFISH,32800.00
SPORT CRAFT,360 FISHMASTER HT,44200.00
STARTFISCHER,650 OBS,46000.00
STARTFISCHER,650 SUNDECK,40700.00
STARTFISCHER,670 FISH,43500.00
STARTFISCHER,760 PESCA,24200.00
STARTFISCHER,760 CR,25600.00
STARTFISCHER,780,54900.00
STARTFISCHER,790 OBS,59800.00
STARTFISCHER,790 SUNDECK,58300.00
STARTFISCHER,830 OBS,62100.00
STARTFISCHER,840 FLY,65600.00
STARTFISCHER,840 HIT,35900.00
STARTFISCHER,MONO,39900.00
STINGRAY,180,9600.00
STINGRAY,190,10500.00
STINGRAY,200CX,14800.00
STINGRAY,220 CX,18400.00
STINGRAY,220 SX,18200.00
STINGRAY,240 CS,22500.00
STRIKER,30,19000.00
STRIKER,SPORTFISH,126900.00
STRIKER,36,153100.00
STRIKER,44,169500.00
STRIKER,42F,216300.00
STRIKER,54 CONVERTIBLE,174700.00
STRIKER,60,287700.00
STRIKER,62,292300.00
SUNCRUISER,34,113100.00
SUNBIRD,175 CORSICA,7000.00
SUNBIRD,170 SL I/O SPIRIT,6700.00
SUNBIRD,186 CORSICA,7600.00
SUNBIRD,188 CUDDY,8200.00
SUNBIRD,184 BARLETTA,9600.00
SUNBIRD,198 CUDDY,9600.00
SUNBIRD,195 CORSICA,8200.00
SUNBIRD,208 CUDDY,10800.00
SUNBIRD,204 BARLETTA,12600.00
SUNBIRD,218 EUROSPORT,12000.00
SUNBIRD,218 CORSICA,10800.00
SUNBIRD,218 CUDDY,10800.00
SUNBIRD,229 BARLETTA,22700.00
SUNBIRD,228 BARLETTA,17000.00
SUNBIRD,238 EUROSPORT,19000.00
SUNBIRD,230 W I/O NEPTUNE,14500.00
SUNBIRD,279 BARLETTA,29600.00
SUNSEEKER,OUTLAW,2600.00
SUNSEEKER,20 MUSTANG,13300.00
SUNSEEKER,23 SPORT,22100.00
SUNSEEKER,21 XPS-PORTOFINO,15700.00
SUNSEEKER,24,22100.00
SUNSEEKER,343 PORTOFINO,25200.00
SUNSEEKER,24 MEXICO,25200.00
SUNSEEKER,25 PORTOFINO,23900.00
SUNSEEKER,27 HAWK,28400.00
SUNSEEKER,27 MONTEREY,37800.00
SUNSEEKER,28 PORTOFINO,37800.00
SUNSEEKER,29 MOHAWK,37800.00
SUNSEEKER,31 OFFSHORE,56600.00
SUNSEEKER,31 PORTOFINO,56600.00
SUNSEEKER,31 HAWK,37800.00
SUNSEEKER,32 PORTOFINO,63000.00
SUNSEEKER,33 SAN REMO,63000.00
SUNSEEKER,34 XPS,63000.00
SUNSEEKER,34 PORTOFINO,66100.00
SUNSEEKER,35 JAMAICA,56600.00
SUNSEEKER,35 SAN REMO,72400.00
SUNSEEKER,36 RAPALLO,75500.00
SUNSEEKER,"36,5",88200.00
SUNSEEKER,37 TOMHAWK,100700.00
SUNSEEKER,38 MARTINIQUE,75500.00
SUNSEEKER,39 COBRA,251500.00
SUNSEEKER,39 MARTINIQUE,88200.00
SUNSEEKER,39 SAN REMO,94300.00
SUNSEEKER,36 MARTINIQUE,75500.00
SUNSEEKER,40,94300.00
SUNSEEKER,390 PORTOFINO,91200.00
SUNSEEKER,40 COMANCHE,125900.00
SUNSEEKER,40 TRAVADO,113100.00
SUNSEEKER,41 HAWK,138300.00
SUNSEEKER,400 PORTOFINO,94300.00
SUNSEEKER,41 MUSTIQUE,94300.00
SUNSEEKER,42 MUSTIQUE,144700.00
SUNSEEKER,43 THUNDERHAWK,150900.00
SUNSEEKER,45 APACHE,107000.00
SUNSEEKER,50 SUPER HAWK,283000.00
SUNSEEKER,46 CAMARGUE,182300.00
SUNSEEKER,47 MALIBU,207500.00
SUNSEEKER,46,119500.00
SUNSEEKER,48 MANHATTAN,188600.00
SUNSEEKER,48 SUPERHAWK,94300.00
SUNSEEKER,51 CAMARGUE,188600.00
SUNSEEKER,52 CARIBEAN,201300.00
SUNSEEKER,55 CAMARGUE,264200.00
SUNSEEKER,58 MANHATTAN,314500.00
SUNSEEKER,60 RENEGADE,389800.00
SUNSEEKER,60 EVO PREDATOR,1000.00
SUNSEEKER,63 PREDATOR,534500.00
SUNSEEKER,235,440200.00
TERHI,BIG FUN,4900.00
THOMPSON,20 TORRENT BR,9100.00
THOMPSON,200 FISHERMAN,9200.00
THOMPSON,240 FISHERMAN,17000.00
THOMPSON,26 TORRENT BR,17600.00
THOMPSON,2800 SANTA CRUZ,33100.00
THOMPSON,3400 SANTA CRUZ,88600.00
TROJAN,290  M.C.,113100.00
TROJAN,330,169800.00
TROJAN,360,138300.00
VETUS,BELLUS 580,12300.00
VETUS,BELLUS 750,21000.00
V I K I N G,20,6400.00
V I K I N G,22,15100.00
V I K I N G,25,19000.00
V I K I N G,31  CRUSADER,22100.00
V I K I N G,35,75500.00
V I K I N G,38  CONVERTIBLE,125900.00
V I K I N G,43 OPEN,169800.00
V I K I N G,44  MOTOR YACHT,220200.00
V I K I N G,43 CONVERTIBLE,220200.00
V I K I N G,41,345900.00
V I K I N G,45  CONQUEST,314500.00
V I K I N G,44  OFFSHORE,345900.00
V I K I N G,48  CONVERTIBLE,345900.00
V I K I N G,47 CONVERTIBLE,283000.00
V I K I N G,50  MOTOR YACHT,377300.00
V I K I N G,53  CONVERTIBLE,377300.00
V I K I N G,50 CONVERTIBLE,345900.00
V I K I N G,55  MOTOR YACHT,440200.00
V I K I N G,54 SPORT YATCH,440200.00
V I K I N G,57  CONVERTIBLE,565800.00
V I K I N G,63  COCKPIT  M. Y.,628800.00
V I K I N G,17,481100.00
V I K I N G,60 SPORT YATCH,471600.00
V I K I N G,63  MOTOR YACHT,754500.00
V I K I N G,72  COCKPIT  M. Y.,754500.00
V I K I N G,72  MOTOR YACHT,817300.00
VORAZ,385 BOTE,3900.00
VORAZ,385 OPEN,4600.00
VORAZ,450 BOTE,6000.00
VORAZ,450 OPEN,6700.00
VORAZ,500 OPEN,8700.00
VORAZ,505 CABIN,9800.00
WELLCRAFT,160 CCF,6700.00
WELLCRAFT,170 SPORT,9600.00
WELLCRAFT,180,9600.00
WELLCRAFT,180 AMERICAN,5700.00
WELLCRAFT,18 SPORT,8200.00
WELLCRAFT,20 EXCALIBUR,8200.00
WELLCRAFT,185 ELITE,6400.00
WELLCRAFT,190 CCF,8900.00
WELLCRAFT,18   SCARAB SPRINT,7600.00
WELLCRAFT,182 ECLIPSE,9600.00
WELLCRAFT,180 FISHERMAN,9600.00
WELLCRAFT,19 SCARAB YET,11100.00
WELLCRAFT,192 AMERICAN,6400.00
WELLCRAFT,196,10800.00
WELLCRAFT,196 ECLIPSE XL,10200.00
WELLCRAFT,20 FISH,9600.00
WELLCRAFT,187 ECLIPSE XL,12600.00
WELLCRAFT,190 AMERICAN  DB,12600.00
WELLCRAFT,210,10800.00
WELLCRAFT,ECLIPSE 2000 S/SS,13900.00
WELLCRAFT,20 SPORT,10800.00
WELLCRAFT,21 SCARAB,10800.00
WELLCRAFT,197 ECLIPSE XL,12600.00
WELLCRAFT,200 ELITE,12600.00
WELLCRAFT,210 COASTAL,12000.00
WELLCRAFT,V-20 STEPLIFT,9600.00
WELLCRAFT,V-21 STEPLIFT,9600.00
WELLCRAFT,ECLIPSE 2150  S/SS,15100.00
WELLCRAFT,192,10800.00
WELLCRAFT,210 ELITE,14500.00
WELLCRAFT,213 SCARAB,14500.00
WELLCRAFT,233 ECLIPSE XL,14500.00
WELLCRAFT,215 ECLIPSE XL,20200.00
WELLCRAFT,186 ECLIPSE XL,22700.00
WELLCRAFT,23 ARUBA,22700.00
WELLCRAFT,228 CLF,8500.00
WELLCRAFT,216 ECLIPSE XL,14500.00
WELLCRAFT,218 COASTAL,14500.00
WELLCRAFT,218 CCF,12600.00
WELLCRAFT,222,16300.00
WELLCRAFT,22   SCARAB,17800.00
WELLCRAFT,23 NOVA,19000.00
WELLCRAFT,230 COASTAL,19000.00
WELLCRAFT,230 SPORTMAN,17000.00
WELLCRAFT,23 NOVA EXCEL,20200.00
WELLCRAFT,25 SPORTSMAN,19600.00
WELLCRAFT,238 COASTAL,22100.00
WELLCRAFT,23 SCARAB,19900.00
WELLCRAFT,235 ARUBA,18400.00
WELLCRAFT,240  ECLIPSE,15100.00
WELLCRAFT,260 AFT CABIN,25200.00
WELLCRAFT,250 COASTAL,13300.00
WELLCRAFT,ECLIPSE 2400,22100.00
WELLCRAFT,26 ANTIGUA,15700.00
WELLCRAFT,250 SPORTSMAN,15700.00
WELLCRAFT,253 SANIBEL,15700.00
WELLCRAFT,220,11700.00
WELLCRAFT,238 CCF,17800.00
WELLCRAFT,240 CCF,17200.00
WELLCRAFT,26 NOVA SPYDER,26500.00
WELLCRAFT,26 PRIMA,26500.00
WELLCRAFT,26 NOVA II,23900.00
WELLCRAFT,2600 PRIMA,23700.00
WELLCRAFT,264 COASTAL,23700.00
WELLCRAFT,18 FISH,18400.00
WELLCRAFT,26 NOVA SPYDER TW,27700.00
WELLCRAFT,26 NOVA ST,36000.00
WELLCRAFT,26 SCARAB SPRINT,19600.00
WELLCRAFT,27 NOVA  III,16300.00
WELLCRAFT,400 SCARAB,31500.00
WELLCRAFT,28 MONTECARLO TW,40900.00
WELLCRAFT,2900 EXPRESS,40900.00
WELLCRAFT,27 NOVA-3 TW,20900.00
WELLCRAFT,28 MONTE CARLO,28400.00
WELLCRAFT,28 COASTAL,41500.00
WELLCRAFT,28 SCARAB EXCEL,53500.00
WELLCRAFT,266 ANTIGUA,47300.00
WELLCRAFT,2650 MARTINIQUE,27100.00
WELLCRAFT,29 EXPRESS TW,25200.00
WELLCRAFT,26 SCARAB SPORT,47300.00
WELLCRAFT,2800 COASTAL,47300.00
WELLCRAFT,30 MONACO,48500.00
WELLCRAFT,30 SCARAB-2 TW,31500.00
WELLCRAFT,31 SCARAB EXCEL,52900.00
WELLCRAFT,30 SCARAB SPORT,51600.00
WELLCRAFT,3200 COASTAL,51600.00
WELLCRAFT,2800 MONTECARLO,23300.00
WELLCRAFT,3000 MONACO,53500.00
WELLCRAFT,32 SAN TROP TW,37800.00
WELLCRAFT,3200 ST. TROPEZ,63000.00
WELLCRAFT,3400 GRAN SPORT,64200.00
WELLCRAFT,34 GRAND SPORT TW,69200.00
WELLCRAFT,3300 COASTAL,47300.00
WELLCRAFT,34 SCARAB SUPER SPORT,44200.00
WELLCRAFT,34 SCARAB-3 TW,44200.00
WELLCRAFT,3300 ST. TROPEZ,54800.00
WELLCRAFT,3700 CORSICA,64200.00
WELLCRAFT,34 SCARAB EXCEL,88200.00
WELLCRAFT,36 SCARAB  III,67900.00
WELLCRAFT,38 SCARAB EXCEL,47300.00
WELLCRAFT,38 SCARAB-KV TW,47300.00
WELLCRAFT,42 EXCALIBUR EAGLE,98200.00
WELLCRAFT,4300 PORTOFINO,50300.00
WELLCRAFT,2600 COASTAL,116400.00
WELLCRAFT,43 SAN REMO,141600.00
WELLCRAFT,42 EXCALIBUR TW,125900.00
WELLCRAFT,43 SCARAB EXCEL,125900.00
WELLCRAFT,46 C M Y,125900.00
WELLCRAFT,4300 PORTOFINO TW,125900.00
WELLCRAFT,5000 SCARAB METEOR,163500.00
WELLCRAFT,400 SCARAB TW,125900.00
WELLCRAFT,170 CLASSIC,283000.00
WELLCRAFT,V-20 SPORT,283000.00
WILLIAM GUTHRIE,SPORT FISHER,152600.00
WINDY,22 SPORT/DC,29000.00
WINDY,23 FUNCAB,34000.00
WINDY,7500,35300.00
WINDY,25 FUNCAB,31500.00
WINDY,7800,40900.00
WINDY,8000,50300.00
WINDY,27,50300.00
WINDY,8600,47300.00
WINDY,8600 MC,53500.00
WINDY,8800,69200.00
WINDY,9000,91200.00
WINDY,9800,100700.00
WINDY,9900 DC,107000.00
YARDING YACHTS,27,63000.00
YARDING YACHTS,34,157300.00
YARDING YACHTS,36,188600.00
YARDING YACHTS,42,226400.00
ARAEZ,VAURIEN,2000.00
ARAEZ,SNIPE,1300.00
BARLOVENTO,BRAM,4400.00
BENETEAU,FIRST 14,15100.00
BENETEAU,FIRST 18,21900.00
CENTRO NAUTICO,SKIPPER,2000.00
CENTRO NAUTICO,X 14,2000.00
CENTRO NAUTICO,TRIDENTE,2600.00
CONDOR,20 (ORZA FIJA),5000.00
CHARGER SAILING,CHARGER 2.4mR,14400.00
DUCAUTO,GRUMETE  V,1300.00
FIBRESTER,F-400  GT,1300.00
FIBRESTER,ESTEL,1300.00
FIBRESTER,ESCANDALOSA (ORZA FIJA),1300.00
FIBRESTER,ESCANDALOSA  V,2000.00
FIBRESTER,F-500,2000.00
FJORD,PESCADOU VELA,2000.00
FJORD,515 CORSARIO,4400.00
FLIRT,18,7600.00
GEISHA,GEISHA,7600.00
HOLDER,9,1300.00
HOLDER,12,1300.00
HOLDER,14,2600.00
IBERICA,BAGUR  V,1300.00
IBERICA,CORSARIO,3800.00
KL COMPOSITE,VAURIEN,2000.00
LASER,TOPER,1300.00
LASER,LASER 13,4400.00
LASER,LASER 4.7,1300.00
LASER,LASER ST,2000.00
LASER,LASER II,5000.00
LASER,LASER 16 ST,5700.00
MAHIFRA,MOTH EUROPA,2600.00
MAHIFRA,ESCANDALOSA,2600.00
MAHIFRA,VAURIEN,2600.00
RAMIS,CLUB 20,6400.00
ROGA,350,2000.00
ROGA,EUROPA,3200.00
ROGA,STEL,1300.00
ROGA,ESCANDALOSA,2600.00
ROGA,VAURIEN,2000.00
ROGA,420,3800.00
ROGA,FINN,5700.00
ROGA,470,4400.00
WINNER BOATS,TURWQ MK 10,1300.00
WINNER BOATS,MOTH EUROPA,2600.00
ARI,ARI 50,256900.00
BALI,CATSMART,470600.00
BALI,4.4,822000.00
BALI,4.6,909300.00
BENETEAU,11,236800.00
BINARE,BIN A CAT,5000.00
BINARE,FORMULA 20,7000.00
BINARE,TORNADO,7000.00
CAP BPM 4.3 BALI CATSPACE21,CATA,363700.00
CATA,381,166800.00
BALI 4.1,CATA,334500.00
CATA,411,253200.00
CATA,44,314900.00
CATA,471,348900.00
CATA,531,486300.00
CHANTIER,OCEAN VOYAGER  78,160.00
EDEL STRAT,EDEL CAT 35,56600.00
EDEL STRAT,EDEL CAT AVENTURE,74100.00
EDEL STRAT,SUN SPEED 43,142000.00
EXCESS 14,CATA,508600.00
FOTLY,23 FOTLY,16300.00
FOTLY,28 FOTLY,22100.00
FOUNTAINE PAJOT,TABAGO 35,105000.00
FOUNTAINE PAJOT,ATHENA 38,129700.00
FOUNTAINE PAJOT,LUCIA 40,333900.00
FOUNTAINE PAJOT,LIPARI41,190600.00
FOUNTAINE PAJOT,VENEZIA 42,185300.00
FOUNTAINE PAJOT,BAHIA 46,271700.00
GLACIER BAY,2670 ISLAND RUNNER,128400.00
HOBIE CAT,12 HOLDER,1300.00
HOBIE CAT,13 STD,2000.00
HOBIE CAT,13 TURBO,2000.00
HOBIE CAT,14 STD,2600.00
HOBIE CAT,14 SE,2600.00
HOBIE CAT,14 TURBO,3200.00
HOBIE CAT,16 STD/ESCUELA,3800.00
HOBIE CAT,16 SE,3800.00
HOBIE CAT,16 LE,4400.00
HOBIE CAT,17 STD WINNS,4400.00
HOBIE CAT,17 SE/LE,4400.00
HOBIE CAT,18 STD,5000.00
HOBIE CAT,18 SE,5000.00
HOBIE CAT,18 LE,5000.00
HOBIE CAT,18 PIVOTANTE,5700.00
HOBIE CAT,18 FORMULA,5700.00
HOBIE CAT,21 STD WINNS,8200.00
HOBIE CAT,21 SE/LE,8900.00
JEANTOT MARINE,PRIVILEGE 37,142000.00
JEANTOT MARINE,PRIVILEGE 42,209900.00
JEANTOT MARINE,PRIVILEGE 45,265500.00
JEANTOT MARINE,PRIVILEGE 51,339700.00
JEANTOT MARINE,PRIVILEGE 65,88.00
KAT,10 TONIC,1300.00
KAT,10 FOC,1300.00
KAT,10 JUNIOR,2000.00
KAT,15,3200.00
KAT,"17,2",5700.00
KAT,"17,2 SPI",6400.00
KL COMPOSITE,KAT 28,36000.00
LAGOON,410,166800.00
LAGOON,440,386100.00
LAGOON,45,416800.00
LAGOON,450 S,431600.00
LAGOON,47,277900.00
LAGOON,470,284100.00
LAGOON,52 S,642200.00
LAGOON,57,463200.00
LAGOON,67,101.00
NACRA,"5,0 RACE",4400.00
NACRA,"5,2",5000.00
NACRA,"5,5",5700.00
NACRA,5.5 CB,7600.00
NACRA,5.5 SLOOP,6400.00
NACRA,"5,7 RACE",6400.00
NACRA,"5,8",6400.00
NACRA,"6,0",7000.00
NAUTITECH,40 OPEN,383300.00
NAUTITECH,46 OPEN,507600.00
NAUTITECH,46 FLY,517900.00
NAUTITECH,47 POWER,723900.00
NAUTITECH,395,129700.00
NAUTITECH,435,154400.00
NAUTITECH,475,222400.00
NAVAL FORCE,TRIMARAN DROP 26,43300.00
NAVAL FORCE,PIANA 30,49400.00
NEW CAT,12 JUNIOR,2000.00
NEW CAT,F1,2600.00
NEW CAT,F2,2600.00
NEW CAT,15 SPECIAL,2600.00
PHANTOM,KAT  MINI,2600.00
PHANTOM,PHANTOM  16,3800.00
PRINDLE,15,3800.00
PRINDLE,15-S,3800.00
PRINDLE,16,3800.00
PRINDLE,18,4400.00
PRINDLE,18-2,5000.00
PRINDLE,18-2 RACE,5700.00
PRINDLE,18-2 MYLAR,6400.00
PRINDLE,19,6400.00
PRINDLE,19 RACE,6400.00
PRINDLE,19 MYLAR,6400.00
ROGA,PATIN,2600.00
TOP CAT,15 TOP CAT  F 1,3200.00
TOP CAT,15 TOP CAT  F 2,3200.00
TOP CAT,18 SPITFIRE DIV-A,5000.00
TOP CAT,18 SPITFIRE OFFSHORE,5000.00
ALBIN,VIGGEN,33400.00
ALBIN,VEGA,44000.00
ALLAN MORGAN,HYLAS 44,265500.00
ALLAN MORGAN,HYLAS 51,314900.00
ALLAN MORGAN,MYSTIC 60,707100.00
ALPA,9000,34600.00
ALPA,950,41500.00
ALPA,34,69200.00
ALPA,38,97000.00
ALPA,1150,103800.00
ALPA,42,138300.00
ARCHAMBAULT,COCO,15400.00
ARCHAMBAULT,SPRINT,9200.00
ARCHAMBAULT,SUSPRISE,15400.00
ARCHAMBAULT,SPRINT 95,34000.00
ARCHAMBAULT,SPRINT 108,58700.00
ARCOA,520,3800.00
ARCOA,600 JOUET,3800.00
ARCOA,24 JONET,14500.00
ARCOA,760 JOUET,17800.00
ARCOA,27 JONET,17800.00
ARCOA,820 JOUET,17800.00
ARCOA,920 JOUET,19600.00
ARCOA,940 JOUET M.S.,40300.00
ARCOA,1040 JOUET M.S.,52200.00
ARCOA,1080 JOUET,55400.00
ARCOA,1120 JOUET,55400.00
ARCOA,36 LACOSTE,83600.00
ARCOA,1280 JOUET,105700.00
ARCOA,42 LACOSTE S.T.,114600.00
ASTRAEA,ALBATROS,6200.00
ASTRAEA,AZOR,12300.00
ASTRAEA,BRENTA 24,30800.00
ARPEGE,ARPEGE,22100.00
ATALO,L-32,22100.00
ATALO,L-45,34000.00
ATLANTIS,28,28400.00
BALTIC,BALTIC 35,162900.00
BALTIC,BALTIC 38 DP,257800.00
BALTIC,BALTIC 40,281100.00
BALTIC,BALTIC 43,347700.00
BALTIC,BALTIC 48 DP,393000.00
BALTIC,BALTIC 52,448300.00
BALTIC,BALTIC 55 DP,470300.00
BALTIC,BALTIC 64,560300.00
BAVARIA,29 SPEED,36600.00
BAVARIA,300,61800.00
BAVARIA,32 H,48500.00
BAVARIA,CRUISER 34,141300.00
BAVARIA,EASY 9.7,71400.00
BAVARIA,320,73700.00
BAVARIA,34 SPEED,62700.00
BAVARIA,340,86700.00
BAVARIA,CRUISER 36,149000.00
BAVARIA,CRUISER 37,164400.00
BAVARIA,C38,221400.00
BAVARIA,36 H,60800.00
BAVARIA,37,222800.00
BAVARIA,370,124000.00
BAVARIA,38 OCEAN,95100.00
BAVARIA,38 H,73500.00
BAVARIA,CRUISER 40,179800.00
BAVARIA,CRUISER 41,179800.00
BAVARIA,CRUISER 39,177300.00
BAVARIA,390,140400.00
BAVARIA,38,248100.00
BAVARIA,C42,279500.00
BAVARIA,41 H,109300.00
BAVARIA,42 VISION,238200.00
BAVARIA,410,150900.00
BAVARIA,430,168600.00
BAVARIA,CRUISER 45,246600.00
BAVARIA,CRUISER 46,251700.00
BAVARIA,46 VISION,267200.00
BAVARIA,BAVARIA 44/4,268400.00
BAVARIA,C45 /,286700.00
BAVARIA,C45 STYLE,361700.00
BAVARIA,46 H,133400.00
BAVARIA,50,232000.00
BAVARIA,CRUISER 51,242900.00
BAVARIA,CRUISER 51 STYLE,344200.00
BAVARIA,CRUISER 56,270200.00
BAVARIA,50 VISION,274300.00
BAVARIA,CRUISER 50,283200.00
BAVARIA,C50 Style,439300.00
BAVARIA,56,270100.00
BAVARIA,CRUISER 55,341600.00
BAVARIA,C57,694600.00
BELLIURE,ENDURANCE 35,165900.00
BELLIURE,39,110700.00
BELLIURE,40,139500.00
BELLIURE,12.50,116400.00
BELLIURE,42,179500.00
BELLIURE,41,150900.00
BELLIURE,48,336000.00
BELLIURE,50,290600.00
BELLIURE,50 MS,290600.00
BELLIURE,63,871300.00
BELLIURE,86,239.00
BENETEAU,CALIFORNIA  4.7,7000.00
BENETEAU,CALIFORNIA  5.5,8900.00
BENETEAU,FIRST 210,6800.00
BENETEAU,CALIFORNIA  6.6,13900.00
BENETEAU,FLASH 700,13900.00
BENETEAU,FIRST 235,18400.00
BENETEAU,FIRST CLASS 7,11400.00
BENETEAU,FIRST 24,17800.00
BENETEAU,260 SPIRIT,21800.00
BENETEAU,25,15400.00
BENETEAU,FIRST 260,15400.00
BENETEAU,FIRST CLASS 8,23300.00
BENETEAU,FIRST 25,20200.00
BENETEAU,FIRST 27.7,101300.00
BENETEAU,FIRST 26,23300.00
BENETEAU,OCEANIS 281,20000.00
BENETEAU,FIRST 29,40900.00
BENETEAU,FIRST 285,40900.00
BENETEAU,IDYLLE   8.8,54800.00
BENETEAU,OCEANIS 30.1,148000.00
BENETEAU,FIRST 300,22400.00
BENETEAU,OCEANIS CLIPPER 311,41700.00
BENETEAU,OCEANIS 320,63000.00
BENETEAU,FIRST 305,52900.00
BENETEAU,FIRST 32 S 5,64800.00
BENETEAU,OCEANIS 35.1,197100.00
BENETEAU,OCEANIS CLIPPER 33,190400.00
BENETEAU,FÍGARO III,179800.00
BENETEAU,OCEANIS 350,75500.00
BENETEAU,FIRST 325,63600.00
BENETEAU,IDYLLE  10.5,81800.00
BENETEAU,OCEANIS 35,75500.00
BENETEAU,OCEANIS 34.1,112000.00
BENETEAU,FIRST 35 S 5,91900.00
BENETEAU,OCEANIS 370,92500.00
BENETEAU,FIRST 35,81800.00
BENETEAU,FIRST 38,104400.00
BENETEAU,FIRST 345,92500.00
BENETEAU,OCEANIS 38.1,211600.00
BENETEAU,IDYLLE  11.5,104400.00
BENETEAU,FIRST 375,110700.00
BENETEAU,OCEANIS 390,113100.00
BENETEAU,FIRST 38 S 5,110700.00
BENETEAU,FIRST 40.7,83200.00
BENETEAU,OCEANIS 40,143900.00
BENETEAU,OCEANIS CLIPPER 40 CC,116500.00
BENETEAU,OCEANIS 41,234800.00
BENETEAU,OCEANIS CLIPPER 411,98300.00
BENETEAU,FIRST 42,145300.00
BENETEAU,FIRST 405,133400.00
BENETEAU,FIRST 41 S 5,138300.00
BENETEAU,FIRST 42 S7,120700.00
BENETEAU,CYCLADES 43.4,235300.00
BENETEAU,FIRST 43,150300.00
BENETEAU,OCEANIS 430,161600.00
BENETEAU,OCEANIS 440,92200.00
BENETEAU,OCEANIS 44C.C,101900.00
BENETEAU,OCEANIS 45 COQUE 199,239000.00
BENETEAU,OCEANIS 45,226500.00
BENETEAU,FIRST 435,132800.00
BENETEAU,OCEANIS 46.1,258900.00
BENETEAU,FIRST 45 F 5,99500.00
BENETEAU,OCEANIS 46,203400.00
BENETEAU,OCEANIS CLIPER 461,139200.00
BENETEAU,OCEANIS 473,198700.00
BENETEAU,FIRST 47.7,200900.00
BENETEAU,FIRST 44,349400.00
BENETEAU,50,337600.00
BENETEAU,OCEANIS 50,352200.00
BENETEAU,OCEANIS 500,290600.00
BENETEAU,OCEANIS CLIPPER 52,366500.00
BENETEAU,FIRST 51,290600.00
BENETEAU,BORDEAUX 60,984300.00
BETPAL,CRUZ DEL SUR 32,45400.00
BIANCA,MON 830,78700.00
BIANCA,MON 291,78700.00
BIANCA,BIANCA 320,78700.00
BIANCA,MON 331,90000.00
BIANCA,MON 341,90000.00
BIANCA,BIANCA 107,90000.00
BIANCA,MON 391,101300.00
